Category,Region,Subject
Historical character,Europe,Sir Thomas More (author of Utopia)
Historical character,Europe,"William Shakespeare (playwright, poet)"
Historical character,Europe,"Christopher Marlowe (playwright, poet)"
Historical character,Europe,"Miguel de Cervantes (Spanish novelist, Don Quixote)"
Historical character,Europe,"Lope de Vega (Spanish playwright, poet)"
Historical character,Europe,Montaigne (French essayist)
Historical character,Europe,"Francis Bacon (English philosopher, scientist)"
Historical character,Europe,"René Descartes (French philosopher, mathematician)"
Historical character,Europe,"Blaise Pascal (French mathematician, philosopher)"
Historical character,Europe,Baruch Spinoza (Dutch philosopher)
Historical character,Europe,"Voltaire (French writer, philosopher)"
Historical character,Europe,"Jean-Jacques Rousseau (philosopher, writer)"
Historical character,Europe,Montesquieu (French political thinker)
Historical character,Europe,John Locke (English philosopher)
Historical character,Europe,Thomas Hobbes (English philosopher)
Historical character,Europe,"Isaac Newton (physicist, mathematician)"
Historical character,Europe,"Gottfried Wilhelm Leibniz (mathematician, philosopher)"
Historical character,Europe,"Denis Diderot (encyclopedist, philosopher)"
Historical character,Europe,"Adam Smith (economist, Wealth of Nations)"
Historical character,Europe,Immanuel Kant (German philosopher)
Historical character,Europe,David Hume (Scottish philosopher)
Historical character,Europe,"Johann Wolfgang von Goethe (writer, Faust)"
Historical character,Europe,"Friedrich Schiller (poet, dramatist)"
Historical character,Europe,Molière (French playwright)
Historical character,Europe,Jean Racine (French playwright)
Historical character,Europe,Torquato Tasso (Italian poet)
Historical character,Europe,"Ludovico Ariosto (Italian poet, Orlando Furioso)"
Historical character,Europe,"John Milton (English poet, Paradise Lost)"
Historical character,Europe,"Edmund Spenser (English poet, The Faerie Queene)"
Historical character,Europe,Christopher Columbus (explorer)
Historical character,Europe,Vasco da Gama (explorer)
Historical character,Europe,Ferdinand Magellan (explorer)
Historical character,Europe,Hernán Cortés (conquistador)
Historical character,Europe,Francisco Pizarro (conquistador)
Historical character,Europe,Amerigo Vespucci (explorer)
Historical character,Europe,Napoleon Bonaparte (French emperor)
Historical character,Europe,Otto von Bismarck (German statesman)
Historical character,Europe,Charles de Gaulle (French leader)
Historical character,Europe,Winston Churchill (British PM)
Historical character,Europe,Peter the Great (Russian tsar)
Historical character,Europe,Catherine the Great (Russian empress)
Historical character,Europe,Ivan the Terrible (Russian tsar)
Historical character,Europe,Fyodor Dostoevsky (novelist)
Historical character,Europe,Leo Tolstoy (novelist)
Historical character,Europe,"Anton Chekhov (playwright, short stories)"
Historical character,Europe,"Victor Hugo (novelist, poet)"
Historical character,Europe,Alexandre Dumas (novelist)
Historical character,Europe,Honoré de Balzac (novelist)
Historical character,Europe,Gustave Flaubert (novelist)
Historical character,Europe,Charles Baudelaire (poet)
Historical character,Europe,Émile Zola (novelist)
Historical character,Europe,Henrik Ibsen (playwright)
Historical character,Europe,Hans Christian Andersen (fairy tale writer)
Historical character,Europe,George Sand (novelist)
Historical character,Europe,Lord Byron (poet)
Historical character,Europe,Percy Bysshe Shelley (poet)
Historical character,Europe,John Keats (poet)
Historical character,Europe,"Mary Shelley (novelist, Frankenstein)"
Historical character,Europe,Jane Austen (novelist)
Historical character,Europe,Charlotte Brontë (novelist)
Historical character,Europe,Emily Brontë (novelist)
Historical character,Europe,Charles Dickens (novelist)
Historical character,Europe,"Thomas Hardy (novelist, poet)"
Historical character,Europe,"George Eliot (Mary Ann Evans, novelist)"
Historical character,Europe,"Oscar Wilde (playwright, wit)"
Historical character,Europe,"Bram Stoker (novelist, Dracula)"
Historical character,Europe,"James Joyce (novelist, Ulysses)"
Historical character,Europe,"Samuel Beckett (playwright, novelist)"
Historical character,Europe,Franz Kafka (writer)
Historical character,Europe,Sigmund Freud (psychoanalyst)
Historical character,Europe,Carl Jung (psychiatrist)
Historical character,Europe,Friedrich Nietzsche (philosopher)
Historical character,Europe,"Karl Marx (philosopher, economist)"
Historical character,Europe,"Friedrich Engels (philosopher, socialist)"
Historical character,Europe,Max Weber (sociologist)
Historical character,Europe,"Claude Monet (painter, impressionist)"
Historical character,Europe,"Pierre-Auguste Renoir (painter, impressionist)"
Historical character,Europe,"Edgar Degas (painter, sculptor)"
Historical character,Europe,Paul Cézanne (painter)
Historical character,Europe,Vincent van Gogh (painter)
Historical character,Europe,Paul Gauguin (painter)
Historical character,Europe,Henri Matisse (painter)
Historical character,Europe,"Pablo Picasso (painter, sculptor)"
Historical character,Europe,"Salvador Dalí (painter, surrealist)"
Historical character,Europe,"Joan Miró (painter, surrealist)"
Historical character,Europe,Albert Einstein (physicist)
Historical character,Europe,Niels Bohr (physicist)
Historical character,Europe,Werner Heisenberg (physicist)
Historical character,Europe,Max Planck (physicist)
Historical character,Europe,"Marie Curie (chemist, physicist)"
Historical character,Europe,Enrico Fermi (physicist)
Historical character,Europe,Erwin Schrödinger (physicist)
Historical character,Europe,"Kurt Gödel (mathematician, logician)"
Historical character,Europe,"Alan Turing (mathematician, codebreaker)"
Historical character,Europe,"J. R. R. Tolkien (novelist, The Lord of the Rings)"
Historical character,Europe,"C. S. Lewis (novelist, Narnia)"
Historical character,Europe,"George Orwell (novelist, essayist)"
Historical character,Europe,"Aldous Huxley (novelist, Brave New World)"
Historical character,Europe,Virginia Woolf (novelist)
Historical character,Europe,T. S. Eliot (poet)
Historical character,Europe,Ezra Pound (poet)
Historical character,Europe,W. B. Yeats (poet)
Historical character,Europe,Seamus Heaney (poet)
Historical character,Europe,"Umberto Eco (novelist, The Name of the Rose)"
Historical character,Europe,Italo Calvino (novelist)
Historical character,Europe,"Albert Camus (philosopher, novelist)"
Historical character,Europe,"Jean-Paul Sartre (philosopher, novelist)"
Historical character,Europe,"Simone de Beauvoir (philosopher, feminist)"
Historical character,Europe,"Michel Foucault (philosopher, historian)"
Historical character,Europe,Jacques Derrida (philosopher)
Historical character,Europe,Roland Barthes (literary critic)
Historical character,Europe,Hannah Arendt (political theorist)
Historical character,Europe,"Vaclav Havel (Czech writer, president)"
Historical character,Europe,"Mikhail Gorbachev (Soviet leader, reformer)"
Historical character,Europe,Vladimir Lenin (Russian revolutionary)
Historical character,Europe,Joseph Stalin (Soviet leader)
Historical character,Europe,Adolf Hitler (German dictator)
Historical character,Europe,Benito Mussolini (Italian dictator)
Historical character,Europe,Francisco Franco (Spanish dictator)
Historical character,Europe,Margaret Thatcher (UK Prime Minister)
Historical character,Europe,Tony Blair (UK Prime Minister)
Historical character,Europe,Angela Merkel (German Chancellor)
Historical character,Europe,"Lech Wałęsa (Polish leader, Solidarity)"
Historical character,Europe,Pope John Paul II (Polish pope)
Historical character,Europe,"Pope Francis (Argentinian pope, Europe’s Church)"
Historical character,Europe,Sigmund Freud (psychoanalyst)
Historical character,Europe,"Jacques Cousteau (explorer, oceanographer)"
Historical character,Europe,Louis Pasteur (scientist)
Historical character,Europe,"Dmitri Mendeleev (chemist, periodic table)"
Historical character,Europe,Alexander Fleming (discoverer of penicillin)
Historical character,Europe,Jean Piaget (psychologist)
Historical character,Europe,Claude Lévi-Strauss (anthropologist)
Historical character,Europe,André Gide (novelist)
Historical character,Europe,"Albert Schweitzer (theologian, physician)"
Historical character,Europe,Jean Monnet (architect of EU)
Historical character,Europe,Hamlet (Shakespeare’s prince of Denmark)
Historical character,Europe,King Lear (Shakespeare)
Historical character,Europe,Othello (Shakespeare)
Historical character,Europe,Macbeth (Shakespeare)
Historical character,Europe,Don Quixote (Cervantes)
Historical character,Europe,Sancho Panza (Cervantes)
Historical character,Europe,Faust (Goethe)
Historical character,Europe,Mephistopheles (Goethe)
Historical character,Europe,Robinson Crusoe (Defoe)
Historical character,Europe,Sherlock Holmes (Conan Doyle)
Historical character,Europe,Dr. Watson (Conan Doyle)
Historical character,Europe,Count Dracula (Stoker)
Historical character,Europe,Frankenstein’s Monster (Mary Shelley)
Historical character,Europe,Dorian Gray (Oscar Wilde)
Historical character,Europe,Anna Karenina (Tolstoy)
Historical character,Europe,Raskolnikov (Crime and Punishment)
Historical character,Europe,"Gregor Samsa (Metamorphosis, Kafka)"
Historical character,Europe,Leopold Bloom (Ulysses)
Historical character,Europe,Molly Bloom (Ulysses)
Historical character,Europe,Harry Potter (Rowling)
Historical character,Europe,Hermione Granger (Rowling)
Historical character,Europe,Ron Weasley (Rowling)
Historical character,Europe,Severus Snape (Rowling)
Historical character,Europe,Albus Dumbledore (Rowling)
Historical character,Europe,Frodo Baggins (Tolkien)
Historical character,Europe,Gandalf (Tolkien)
Historical character,Europe,Aragorn (Tolkien)
Historical character,Europe,Legolas (Tolkien)
Historical character,Europe,Gollum (Tolkien)
Historical character,Europe,Aslan (Narnia)
Historical character,Europe,Václav Klaus (Czech politician)
Historical character,Europe,Emmanuel Macron (French President)
Historical character,Europe,Ursula von der Leyen (EU Commission President)
Historical character,Europe,"Mario Draghi (Italian economist, PM)"
Historical character,Europe,Boris Johnson (UK Prime Minister)
Historical character,Europe,Volodymyr Zelenskyy (Ukrainian President)
Historical character,Europe,Greta Thunberg (Swedish climate activist)
Historical character,Europe,"Malala Yousafzai (Pakistani activist, honorary European influence)"
Historical character,Europe,Björk (Icelandic musician)
Historical character,Europe,David Bowie (musician)
Historical character,Europe,Freddie Mercury (musician)
Historical character,Europe,Ludwig van Beethoven (composer)
Historical character,Europe,Wolfgang Amadeus Mozart (composer)
Historical character,Europe,Johann Sebastian Bach (composer)
Historical character,Europe,Richard Wagner (composer)
Historical character,Europe,Giuseppe Verdi (composer)
Historical character,Europe,Igor Stravinsky (composer)
Historical character,Europe,Sergei Rachmaninoff (composer)
Historical character,Europe,Pyotr Ilyich Tchaikovsky (composer)
Historical character,Europe,Dmitri Shostakovich (composer)
Famous artwork,Oceania,New Caledonia Petroglyphs
Famous artwork,Oceania,Moai Statues
Famous artwork,Oceania,Hawaiian Feather Cloaks
Famous artwork,Oceania,Tongan Stone Trilithon – Haʻamonga ʻa Maui
Famous artwork,Oceania,Micronesian Navigational Stick Charts
Famous artwork,Oceania,Easter Island Rongorongo Script Carvings
Famous artwork,Oceania,Moai Tukuturi
Famous artwork,Oceania,Stone Figures of Nuku Hiva
Famous artwork,Oceania,Marquesan U’u Clubs
Famous artwork,Oceania,Hawaiian Heiau Temple Sculptures
Famous artwork,Oceania,Māori Wharenui
Famous artwork,Oceania,Sepik Ceremonial Houses
Famous artwork,Oceania,Kiribati Shark-Tooth Swords
Famous artwork,Oceania,In Pursuit of Venus [infected]
Famous artwork,Oceania,Big Yam Dreaming
Famous artwork,Oceania,Hawaiian Kumulipo
Famous artwork,Oceania,Sydney's Government House (Gothic Revival mansion)
Famous artwork,Oceania,"Whale Rider (2002, dir. Niki Caro)"
Famous artwork,Oceania,"Once Were Warriors (1994, dir. Lee Tamahori)"
Famous artwork,Oceania,"Samson and Delilah (2009, Warwick Thornton)"
Famous artwork,Oceania,"Tanna (2015, Vanuatu)"
Famous artwork,Oceania,"Israel Kamakawiwoʻole – “Somewhere Over the Rainbow / What a Wonderful World” (1993, Hawai‘i)"
Famous artwork,Oceania,Yothu Yindi – “Treaty” (1991)
Famous artwork,Oceania,Sia – “Chandelier” (2014)
Famous artwork,Oceania,AC/DC – “Highway to Hell” (1979)
Famous artwork,Oceania,AC/DC – “Back in Black” (1980)
Famous artwork,Oceania,Gotye – “Somebody That I Used to Know” (2011)
Famous artwork,Oceania,Crowded House – “Don’t Dream It’s Over” (1986)
Famous artwork,Oceania,Herbs – “Sensitive to a Smile” (1987)
Famous artwork,Oceania,Lorde – “Royals” (2013)
Famous artwork,Oceania,"Oodgeroo Noonuccal, We Are Going (1964)"
Famous artwork,Oceania,"David Malouf, Remembering Babylon (1993)"
Famous artwork,Oceania,"Kim Scott, Benang (1999)"
Famous artwork,Oceania,"Alexis Wright, Carpentaria (2006)"
Famous artwork,Oceania,"Witi Ihimaera, The Whale Rider (1987)"
Famous artwork,Oceania,"Patricia Grace, Potiki (1986)"
Famous artwork,Oceania,"Hone Tuwhare, No Ordinary Sun (1964)"
Famous artwork,Oceania,"Alan Duff, Once Were Warriors (1990)"
Famous artwork,Oceania,"Epeli Hau‘ofa, Tales of the Tikongs (1983)"
Famous artwork,Oceania,"Epeli Hau‘ofa, Kisses in the Nederends (1987)"
Famous artwork,Oceania,"Albert Wendt, Leaves of the Banyan Tree (1979, Samoa)"
Famous artwork,Oceania,"Albert Wendt, Sons for the Return Home (1973)"
Famous artwork,Oceania,"Grace Molisa (Vanuatu), Colonised People (1987)"
Famous artwork,Oceania,"John Pule (Niue), The Shark That Ate the Sun (Ko e Mago Ne Kai e La) (1992)"
Famous artwork,Oceania,"Russell Soaba, Wanpis (1977)"
Famous artwork,Oceania,"Vincent Eri, The Crocodile (1970)"
Famous artwork,Oceania,"Sia Figiel, Where We Once Belonged (1996, Samoa)"
Famous artwork,Oceania,"The Piano (1993, dir. Jane Campion)"
Famous artwork,Oceania,"Mad Max (1979, dir. George Miller)"
Famous artwork,Oceania,"The Lord of the Rings Trilogy (2001–2003, dir. Peter Jackson)"
Famous artwork,Africa,Drakensberg Rock Art
Famous artwork,Africa,Matobo Hills Rock Paintings
Famous artwork,Africa,Axumite Stelae
Famous artwork,Africa,Nok Terracotta Figures
Famous artwork,Africa,Ifé Terracotta Heads
Famous artwork,Africa,Rock Art of Tassili n’Ajjer
Famous artwork,Africa,El Djem Amphitheatre Mosaics
Famous artwork,Africa,Sabratha Theater Sculptures
Famous artwork,Africa,Fayum Mummy Portraits
Famous artwork,Africa,Temple of Ramses II at Abu Simbel
Famous artwork,Africa,Book of the Dead of Ani
Famous artwork,Africa,Bust of Nefertiti
Famous artwork,Africa,Lalibela Rock-Hewn Churches
Famous artwork,Africa,Great Mosque of Kilwa Kisiwani
Famous artwork,Africa,The Dome of the Rock (Qubbat al-Sakhra)
Famous artwork,Africa,Benin Bronze Plaques
Famous artwork,Africa,Ife Bronze Figure of an Ooni (King)
Famous artwork,Africa,Igbo-Ukwu Bronze Ritual Vessels
Famous artwork,Africa,Jenne-Jeno Terracotta Figurines
Famous artwork,Africa,Great Mosque of Djenné
Famous artwork,Africa,Timbuktu Manuscripts
Famous artwork,Africa,Ifa Divination Bowls
Famous artwork,Africa,Kongo Kingdom Stone and Ivory Carvings
Famous artwork,Africa,Great Mosque of Gedi Ruins
Famous artwork,Africa,Mapungubwe Gold Rhino
Famous artwork,Africa,Great Enclosure at Great Zimbabwe
Famous artwork,Africa,Bronze Head of Queen Mother Idia
Famous artwork,Africa,Benin Royal Ivory Mask of Idia
Famous artwork,Africa,Benin Brass Leopard Sculptures
Famous artwork,Africa,Ashanti Royal Kente Cloths
Famous artwork,Africa,Fon Vodun Sculptures
Famous artwork,Africa,Moroccan Zellij Tilework
Famous artwork,Africa,Saadian Tombs Ornamentation
Famous artwork,Africa,Algerian Islamic Manuscripts with Maghrebi Script
Famous artwork,Africa,Ethiopian Gondarine Church Paintings
Famous artwork,Africa,Ethiopian Diptych and Triptych Icons
Famous artwork,Africa,Chokwe Ancestral Masks
Famous artwork,Africa,Kongo Power Figures (Nkisi Nkondi)
Famous artwork,Africa,Luba Memory Boards (Lukasa)
Famous artwork,Africa,Fulani Calabash Carvings
Famous artwork,Africa,Senufo Helmet Masks (Kpelié)
Famous artwork,Africa,"Cairo Station (1958, Egypt) — Youssef Chahine"
Famous artwork,Africa,"Black Girl (1966, Senegal) — Ousmane Sembène"
Famous artwork,Africa,"Touki Bouki (1973, Senegal) — Djibril Diop Mambéty"
Famous artwork,Africa,"Xala (1975, Senegal) — Ousmane Sembène"
Famous artwork,Africa,"Yeelen (1987, Mali) — Souleymane Cissé"
Famous artwork,Africa,"Tilai (1990, Burkina Faso) — Idrissa Ouédraogo"
Famous artwork,Africa,"Tsotsi (2005, South Africa) — Gavin Hood"
Famous artwork,Africa,"Timbuktu (2014, Mauritania/Mali) — Abderrahmane Sissako"
Famous artwork,Africa,"Rafiki (2018, Kenya) — Wanuri Kahiu"
Famous artwork,Africa,"Atlantics (2019, Senegal) — Mati Diop"
Famous artwork,Africa,"Umm Kulthum — Enta Omri (1964, Egypt)"
Famous artwork,Africa,"Miriam Makeba — Pata Pata (1967, South Africa)"
Famous artwork,Africa,"Hugh Masekela — Grazing in the Grass (1968, South Africa)"
Famous artwork,Africa,"Fela Kuti — Zombie (1976, Nigeria)"
Famous artwork,Africa,"Franco & TPOK Jazz — Mario (1985, DR Congo)"
Famous artwork,Africa,"Salif Keita — Soro (1987, Mali)"
Famous artwork,Africa,"Ladysmith Black Mambazo — Shaka Zulu (1987, South Africa)"
Famous artwork,Africa,"Oumou Sangaré — Moussolou (1989, Mali)"
Famous artwork,Africa,"Ali Farka Touré — Talking Timbuktu (1994, Mali)"
Famous artwork,Africa,"Youssou N’Dour & Neneh Cherry — 7 Seconds (1994, Senegal)"
Famous artwork,Africa,"Cheb Khaled — Didi (1992, Algeria)"
Famous artwork,Africa,"Angelique Kidjo — Mother Nature (2021, Benin)"
Famous artwork,Africa,"Tinariwen — Amassakoul (2004, Mali)"
Famous artwork,Africa,"Burna Boy — African Giant (2019, Nigeria)"
Famous artwork,Africa,"Master KG ft. Nomcebo — Jerusalema (2019, South Africa)"
Famous artwork,Africa,"Pantsula (1950s–, South Africa)"
Famous artwork,Africa,"Toyi-Toyi (20th c., Southern Africa)"
Famous artwork,Africa,"Azonto (2010s, Ghana)"
Famous artwork,Africa,"Gwara Gwara (2016–, South Africa)"
Famous artwork,Africa,"Djamaa el Djazaïr (Great Mosque of Algiers) (2019, Algeria)"
Famous artwork,Africa,"Njideka Akunyili Crosby — I Still Face You (2015, Nigeria/US)"
Famous artwork,Africa,"Chinua Achebe — Things Fall Apart (1958, Nigeria)"
Famous artwork,Africa,"Ngũgĩ wa Thiong’o — A Grain of Wheat (1967, Kenya)"
Famous artwork,Africa,"Tayeb Salih — Season of Migration to the North (1966, Sudan)"
Famous artwork,Africa,"Wole Soyinka — Death and the King’s Horseman (1975, Nigeria)"
Famous artwork,Africa,"Mariama Bâ — So Long a Letter (1979, Senegal)"
Famous artwork,Africa,"Tsitsi Dangarembga — Nervous Conditions (1988, Zimbabwe)"
Famous artwork,Africa,"Ben Okri — The Famished Road (1991, Nigeria)"
Famous artwork,Africa,"Nuruddin Farah — Maps (1986, Somalia)"
Famous artwork,Africa,"Abdulrazak Gurnah — Paradise (1994, Tanzania)"
Famous artwork,Africa,"Chimamanda Ngozi Adichie — Half of a Yellow Sun (2006, Nigeria)"
Famous artwork,Africa,"Naguib Mahfouz — The Cairo Trilogy (1956–57, Egypt)"
Famous artwork,Africa,"Assia Djebar — Fantasia: An Algerian Cavalcade (1985, Algeria)"
Famous artwork,Africa,"Ayi Kwei Armah — The Beautyful Ones Are Not Yet Born (1968, Ghana)"
Famous artwork,Africa,"Nnedi Okorafor — Who Fears Death (2010, Nigeria/US)"
Famous artwork,Africa,"Thomas Mofolo — Chaka (1925, Lesotho)"
Famous artwork,Africa,"Great Mosque of Djenné (1907 reconstruction, Mali)"
Famous artwork,Africa,"Fiat Tagliero Building (1938, Eritrea)"
Famous artwork,Africa,"Kenyatta International Convention Centre (1974, Kenya)"
Famous artwork,Africa,"Eastgate Centre (1996, Zimbabwe)"
Famous artwork,Africa,"Gando Primary School (2001, Burkina Faso; Francis Kéré)"
Famous artwork,Africa,"Bibliotheca Alexandrina (2002, Egypt)"
Famous artwork,Africa,"Zeitz MOCAA (2017, South Africa)"
Famous artwork,Africa,"Gerard Sekoto — Yellow Houses, Sophiatown (1940s, South Africa)"
Famous artwork,Africa,"Ben Enwonwu — Tutu (1973, Nigeria)"
Famous artwork,Africa,"Ibrahim El-Salahi — The Inevitable (1964, Sudan)"
Famous artwork,Africa,"Skunder Boghossian — Night Flight of Dread and Delight (1964, Ethiopia)"
Famous artwork,Africa,"Chéri Samba — J’aime la couleur (1999, DR Congo)"
Famous artwork,Africa,"Julie Mehretu — Stadia II (2004, Ethiopia/US)"
Famous artwork,"South America, Central America and the Caribbean","City of God (Fernando Meirelles & Kátia Lund, Brazil, 2002)"
Famous artwork,"South America, Central America and the Caribbean","Central Station (Walter Salles, Brazil, 1998)"
Famous artwork,"South America, Central America and the Caribbean","Black Orpheus (Marcel Camus, Brazil, 1959)"
Famous artwork,"South America, Central America and the Caribbean","Bacurau (Kleber Mendonça Filho & Juliano Dornelles, Brazil, 2019)"
Famous artwork,"South America, Central America and the Caribbean","Pixote (Héctor Babenco, Brazil, 1980)"
Famous artwork,"South America, Central America and the Caribbean","Elite Squad (José Padilha, Brazil, 2007)"
Famous artwork,"South America, Central America and the Caribbean","Macunaíma (Joaquim Pedro de Andrade, Brazil, 1969)"
Famous artwork,"South America, Central America and the Caribbean","The Secret in Their Eyes (Juan José Campanella, Argentina, 2009)"
Famous artwork,"South America, Central America and the Caribbean","The Official Story (Luis Puenzo, Argentina, 1985)"
Famous artwork,"South America, Central America and the Caribbean","Nine Queens (Fabián Bielinsky, Argentina, 2000)"
Famous artwork,"South America, Central America and the Caribbean","The Headless Woman (Lucrecia Martel, Argentina, 2008)"
Famous artwork,"South America, Central America and the Caribbean","Wild Tales (Damián Szifron, Argentina, 2014)"
Famous artwork,"South America, Central America and the Caribbean","A Fantastic Woman (Sebastián Lelio, Chile, 2017)"
Famous artwork,"South America, Central America and the Caribbean","No (Pablo Larraín, Chile, 2012)"
Famous artwork,"South America, Central America and the Caribbean","The Battle of Chile (Patricio Guzmán, Chile, 1975–79)"
Famous artwork,"South America, Central America and the Caribbean","The Milk of Sorrow (Claudia Llosa, Peru, 2009)"
Famous artwork,"South America, Central America and the Caribbean","Embrace of the Serpent (Ciro Guerra, Colombia, 2015)"
Famous artwork,"South America, Central America and the Caribbean","Birds of Passage (Ciro Guerra & Cristina Gallego, Colombia, 2018)"
Famous artwork,"South America, Central America and the Caribbean","Monos (Alejandro Landes, Colombia, 2019)"
Famous artwork,"South America, Central America and the Caribbean","7 Boxes (Juan Carlos Maneglia & Tana Schémbori, Paraguay, 2012)"
Famous artwork,"South America, Central America and the Caribbean","Blood of the Condor / Yawar Mallku (Jorge Sanjinés, Bolivia, 1969)"
Famous artwork,"South America, Central America and the Caribbean","I Am Cuba (Mikhail Kalatozov, Cuba, 1964)"
Famous artwork,"South America, Central America and the Caribbean","Memories of Underdevelopment (Tomás Gutiérrez Alea, Cuba, 1968)"
Famous artwork,"South America, Central America and the Caribbean","Strawberry and Chocolate (Tomás Gutiérrez Alea & Juan Carlos Tabío, Cuba, 1993)"
Famous artwork,"South America, Central America and the Caribbean","Lucía (Humberto Solás, Cuba, 1968)"
Famous artwork,"South America, Central America and the Caribbean","Ixcanul (Jayro Bustamante, Guatemala, 2015)"
Famous artwork,"South America, Central America and the Caribbean","La Llorona (Jayro Bustamante, Guatemala, 2019)"
Famous artwork,"South America, Central America and the Caribbean","Whisky (Juan Pablo Rebella & Pablo Stoll, Uruguay, 2004)"
Famous artwork,"South America, Central America and the Caribbean",Tango (Argentina/Uruguay)
Famous artwork,"South America, Central America and the Caribbean",Samba (Brazil)
Famous artwork,"South America, Central America and the Caribbean",Capoeira (Brazil)
Famous artwork,"South America, Central America and the Caribbean",Frevo (Brazil)
Famous artwork,"South America, Central America and the Caribbean",Forró (Brazil)
Famous artwork,"South America, Central America and the Caribbean",Candombe (Uruguay)
Famous artwork,"South America, Central America and the Caribbean",Cueca (Chile)
Famous artwork,"South America, Central America and the Caribbean",Marinera (Peru)
Famous artwork,"South America, Central America and the Caribbean",Huayno (Andes)
Famous artwork,"South America, Central America and the Caribbean",Diablada (Bolivia)
Famous artwork,"South America, Central America and the Caribbean",Joropo (Venezuela/Colombia)
Famous artwork,"South America, Central America and the Caribbean",Cumbia (Colombia)
Famous artwork,"South America, Central America and the Caribbean",Mapalé (Colombia)
Famous artwork,"South America, Central America and the Caribbean",Bomba (Puerto Rico)
Famous artwork,"South America, Central America and the Caribbean",Plena (Puerto Rico)
Famous artwork,"South America, Central America and the Caribbean",Danzón (Cuba)
Famous artwork,"South America, Central America and the Caribbean",Rumba (Cuba)
Famous artwork,"South America, Central America and the Caribbean",Mambo (Cuba)
Famous artwork,"South America, Central America and the Caribbean",Merengue (Dominican Republic)
Famous artwork,"South America, Central America and the Caribbean",Bachata (Dominican Republic)
Famous artwork,"South America, Central America and the Caribbean","Christ the Redeemer (Paul Landowski & Heitor da Silva Costa, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Monumento às Bandeiras (Victor Brecheret, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Hand of the Desert (Mario Irarrázabal, Chile)"
Famous artwork,"South America, Central America and the Caribbean","La Carreta (José Belloni, Uruguay)"
Famous artwork,"South America, Central America and the Caribbean","San Agustín Stone Statues (San Agustín culture, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","Ponce Monolith (Tiwanaku, Bolivia)"
Famous artwork,"South America, Central America and the Caribbean","Bennett (El Fraile) Monolith (Tiwanaku, Bolivia)"
Famous artwork,"South America, Central America and the Caribbean","Lanzón (Chavín de Huántar, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Moche Portrait Vessels (Moche culture, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Sicán/Lambayeque Tumis (ritual metalwork, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Intihuatana, Machu Picchu (Inca, Peru)"
Famous artwork,"South America, Central America and the Caribbean","Valdivia “Venus” Figurines (Valdivia culture, Ecuador)"
Famous artwork,"South America, Central America and the Caribbean",Diquís Stone Spheres (Costa Rica)
Famous artwork,"South America, Central America and the Caribbean","Stela H, Copán (Maya, Honduras)"
Famous artwork,"South America, Central America and the Caribbean","Tikal Stela 31 (Maya, Guatemala)"
Famous artwork,"South America, Central America and the Caribbean","Quiriguá Stela E (Maya, Guatemala)"
Famous artwork,"South America, Central America and the Caribbean","Taíno Zemi (three-pointed stones, Caribbean)"
Famous artwork,"South America, Central America and the Caribbean","Taíno Duho (ceremonial seat, Caribbean)"
Famous artwork,"South America, Central America and the Caribbean","Negro Aroused (Edna Manley, Jamaica)"
Famous artwork,"South America, Central America and the Caribbean","Penetrables (Jesús Rafael Soto, Venezuela)"
Famous artwork,"South America, Central America and the Caribbean","Chromosaturation (Carlos Cruz-Diez, Venezuela)"
Famous artwork,"South America, Central America and the Caribbean","Bichos (Lygia Clark, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Babel (Cildo Meireles, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Bird / El Pájaro (Fernando Botero, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","María Lionza (Alejandro Colina, Venezuela)"
Famous artwork,"South America, Central America and the Caribbean","One Hundred Years of Solitude (Gabriel García Márquez, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","Love in the Time of Cholera (Gabriel García Márquez, Colombia)"
Famous artwork,"South America, Central America and the Caribbean","Ficciones (Jorge Luis Borges, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","The Aleph (Jorge Luis Borges, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","Hopscotch / Rayuela (Julio Cortázar, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","The Tunnel (Ernesto Sabato, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","Martín Fierro (José Hernández, Argentina)"
Famous artwork,"South America, Central America and the Caribbean","The Hour of the Star (Clarice Lispector, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Dom Casmurro (Machado de Assis, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","The Posthumous Memoirs of Brás Cubas (Machado de Assis, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Grande Sertão: Veredas (João Guimarães Rosa, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Macunaíma (Mário de Andrade, Brazil)"
Famous artwork,"South America, Central America and the Caribbean","Gabriela, Clove and Cinnamon (Jorge Amado, Brazil)"
